// Validating benchmarks:
// ***** BenchmarkRunner: Start   *****
// ***** Found 1 benchmark(s) in total *****
// ***** Building 1 exe(s) in Parallel: Start   *****
// start dotnet restore  /p:UseSharedCompilation=false /p:BuildInParallel=false /m:1 in C:\Users\sjana\source\repos\BenchmarkingAssignment\BenchmarkingAssignment\bin\Release\netcoreapp2.2\06037357-2850-4aea-8ec6-fd179751d9df
// command took 4.39s and exited with 0
// start dotnet build -c Release  --no-restore /p:UseSharedCompilation=false /p:BuildInParallel=false /m:1 in C:\Users\sjana\source\repos\BenchmarkingAssignment\BenchmarkingAssignment\bin\Release\netcoreapp2.2\06037357-2850-4aea-8ec6-fd179751d9df
// command took 17.83s and exited with 1
// start dotnet build -c Release  --no-restore --no-dependencies /p:UseSharedCompilation=false /p:BuildInParallel=false /m:1 in C:\Users\sjana\source\repos\BenchmarkingAssignment\BenchmarkingAssignment\bin\Release\netcoreapp2.2\06037357-2850-4aea-8ec6-fd179751d9df
// command took 6.96s and exited with 0
// ***** Done, took 00:00:29 (29.71 sec)   *****
// Found 1 benchmarks:
//   StructVsClass.ClassOperation: DefaultJob

Setup power plan (GUID: 8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c FriendlyName: High performance)// **************************
// Benchmark: StructVsClass.ClassOperation: DefaultJob
// *** Execute ***
// Launch: 1 / 1
// Execute: dotnet "06037357-2850-4aea-8ec6-fd179751d9df.dll" --benchmarkName "BenchmarkingAssignment.StructVsClass.ClassOperation" --job "Default" --benchmarkId 0 in C:\Users\sjana\source\repos\BenchmarkingAssignment\BenchmarkingAssignment\bin\Release\netcoreapp2.2\06037357-2850-4aea-8ec6-fd179751d9df\bin\Release\netcoreapp2.2
// BeforeAnythingElse

// Benchmark Process Environment Information:
// Runtime=.NET Core 2.2.6 (CoreCLR 4.6.27817.03, CoreFX 4.6.27818.02), 64bit RyuJIT
// GC=Concurrent Workstation
// Job: DefaultJob

OverheadActual   6: 65536 op, 147753.03 ns, 2.2545 ns/op
OverheadActual   7: 65536 op, 195950.54 ns, 2.9900 ns/op
OverheadActual   8: 65536 op, 157629.57 ns, 2.4052 ns/op
OverheadActual   9: 65536 op, 190024.62 ns, 2.8995 ns/op
OverheadActual  10: 65536 op, 219259.17 ns, 3.3456 ns/op
OverheadActual  11: 65536 op, 171061.66 ns, 2.6102 ns/op
OverheadActual  12: 65536 op, 184493.75 ns, 2.8152 ns/op
OverheadActual  13: 65536 op, 195555.48 ns, 2.9839 ns/op
OverheadActual  14: 65536 op, 216888.80 ns, 3.3095 ns/op
OverheadActual  15: 65536 op, 179357.95 ns, 2.7368 ns/op
OverheadActual  16: 65536 op, 173827.09 ns, 2.6524 ns/op
OverheadActual  17: 65536 op, 205036.96 ns, 3.1286 ns/op
OverheadActual  18: 65536 op, 145777.72 ns, 2.2244 ns/op
OverheadActual  19: 65536 op, 148148.09 ns, 2.2606 ns/op
OverheadActual  20: 65536 op, 154864.14 ns, 2.3630 ns/op

WorkloadWarmup   1: 65536 op, 935493951.41 ns, 14.2745 us/op
WorkloadWarmup   2: 65536 op, 843342679.17 ns, 12.8684 us/op
WorkloadWarmup   3: 65536 op, 835197694.74 ns, 12.7441 us/op
WorkloadWarmup   4: 65536 op, 861887659.50 ns, 13.1514 us/op
WorkloadWarmup   5: 65536 op, 808572520.07 ns, 12.3378 us/op
WorkloadWarmup   6: 65536 op, 618129138.52 ns, 9.4319 us/op
WorkloadWarmup   7: 65536 op, 597600554.03 ns, 9.1187 us/op
WorkloadWarmup   8: 65536 op, 686674691.68 ns, 10.4778 us/op
WorkloadWarmup   9: 65536 op, 598326677.20 ns, 9.1297 us/op

// BeforeActualRun
WorkloadActual   1: 65536 op, 650684187.38 ns, 9.9287 us/op
WorkloadActual   2: 65536 op, 595888752.24 ns, 9.0925 us/op
WorkloadActual   3: 65536 op, 630859207.56 ns, 9.6261 us/op
WorkloadActual   4: 65536 op, 608178722.69 ns, 9.2801 us/op
WorkloadActual   5: 65536 op, 609506524.64 ns, 9.3003 us/op
WorkloadActual   6: 65536 op, 606822476.32 ns, 9.2594 us/op
WorkloadActual   7: 65536 op, 626189974.84 ns, 9.5549 us/op
WorkloadActual   8: 65536 op, 622282815.89 ns, 9.4953 us/op
WorkloadActual   9: 65536 op, 587831866.54 ns, 8.9696 us/op
WorkloadActual  10: 65536 op, 614067905.55 ns, 9.3699 us/op
WorkloadActual  11: 65536 op, 594579913.25 ns, 9.0726 us/op
WorkloadActual  12: 65536 op, 845733591.81 ns, 12.9049 us/op
WorkloadActual  13: 65536 op, 689760912.69 ns, 10.5249 us/op
WorkloadActual  14: 65536 op, 645393522.81 ns, 9.8479 us/op
WorkloadActual  15: 65536 op, 642471252.36 ns, 9.8033 us/op
WorkloadActual  16: 65536 op, 633126070.86 ns, 9.6607 us/op
WorkloadActual  17: 65536 op, 655282704.09 ns, 9.9988 us/op
WorkloadActual  18: 65536 op, 725299861.61 ns, 11.0672 us/op
WorkloadActual  19: 65536 op, 643282313.77 ns, 9.8157 us/op
WorkloadActual  20: 65536 op, 717219667.27 ns, 10.9439 us/op
WorkloadActual  21: 65536 op, 643706609.89 ns, 9.8222 us/op
WorkloadActual  22: 65536 op, 626775061.03 ns, 9.5638 us/op
WorkloadActual  23: 65536 op, 672763783.60 ns, 10.2656 us/op
WorkloadActual  24: 65536 op, 627297332.43 ns, 9.5718 us/op
WorkloadActual  25: 65536 op, 714511125.13 ns, 10.9026 us/op
WorkloadActual  26: 65536 op, 630784935.99 ns, 9.6250 us/op
WorkloadActual  27: 65536 op, 638521821.82 ns, 9.7431 us/op
WorkloadActual  28: 65536 op, 651046853.91 ns, 9.9342 us/op
WorkloadActual  29: 65536 op, 738261436.74 ns, 11.2650 us/op
WorkloadActual  30: 65536 op, 666638748.98 ns, 10.1721 us/op
WorkloadActual  31: 65536 op, 644310263.98 ns, 9.8314 us/op
WorkloadActual  32: 65536 op, 635580983.47 ns, 9.6982 us/op
WorkloadActual  33: 65536 op, 775218261.64 ns, 11.8289 us/op
WorkloadActual  34: 65536 op, 715524853.13 ns, 10.9180 us/op
WorkloadActual  35: 65536 op, 717158827.79 ns, 10.9430 us/op
WorkloadActual  36: 65536 op, 843766580.24 ns, 12.8749 us/op
WorkloadActual  37: 65536 op, 651847248.65 ns, 9.9464 us/op
WorkloadActual  38: 65536 op, 721243369.39 ns, 11.0053 us/op
WorkloadActual  39: 65536 op, 658267394.26 ns, 10.0444 us/op
WorkloadActual  40: 65536 op, 676268374.81 ns, 10.3190 us/op
WorkloadActual  41: 65536 op, 807309508.22 ns, 12.3186 us/op
WorkloadActual  42: 65536 op, 852427910.15 ns, 13.0070 us/op
WorkloadActual  43: 65536 op, 644848337.84 ns, 9.8396 us/op
WorkloadActual  44: 65536 op, 654263050.17 ns, 9.9833 us/op
WorkloadActual  45: 65536 op, 644704930.49 ns, 9.8374 us/op
WorkloadActual  46: 65536 op, 752404245.96 ns, 11.4808 us/op
WorkloadActual  47: 65536 op, 746867458.03 ns, 11.3963 us/op
WorkloadActual  48: 65536 op, 813125604.69 ns, 12.4073 us/op
WorkloadActual  49: 65536 op, 580098536.26 ns, 8.8516 us/op
WorkloadActual  50: 65536 op, 568827429.60 ns, 8.6796 us/op
WorkloadActual  51: 65536 op, 581585943.08 ns, 8.8743 us/op
WorkloadActual  52: 65536 op, 591212803.47 ns, 9.0212 us/op
WorkloadActual  53: 65536 op, 697063625.85 ns, 10.6363 us/op
WorkloadActual  54: 65536 op, 649235496.60 ns, 9.9065 us/op
WorkloadActual  55: 65536 op, 841767173.62 ns, 12.8443 us/op
WorkloadActual  56: 65536 op, 839842828.70 ns, 12.8150 us/op
WorkloadActual  57: 65536 op, 805789706.35 ns, 12.2954 us/op
WorkloadActual  58: 65536 op, 804827731.43 ns, 12.2807 us/op
WorkloadActual  59: 65536 op, 679815237.60 ns, 10.3732 us/op
WorkloadActual  60: 65536 op, 605409736.13 ns, 9.2378 us/op
WorkloadActual  61: 65536 op, 626307703.19 ns, 9.5567 us/op
WorkloadActual  62: 65536 op, 604145934.16 ns, 9.2185 us/op
WorkloadActual  63: 65536 op, 594124012.20 ns, 9.0656 us/op
WorkloadActual  64: 65536 op, 602536848.38 ns, 9.1940 us/op
WorkloadActual  65: 65536 op, 607804204.32 ns, 9.2744 us/op
WorkloadActual  66: 65536 op, 615675411.09 ns, 9.3945 us/op
WorkloadActual  67: 65536 op, 608756302.71 ns, 9.2889 us/op
WorkloadActual  68: 65536 op, 599110084.30 ns, 9.1417 us/op
WorkloadActual  69: 65536 op, 605428699.09 ns, 9.2381 us/op
WorkloadActual  70: 65536 op, 603466033.20 ns, 9.2082 us/op
WorkloadActual  71: 65536 op, 593499814.91 ns, 9.0561 us/op
WorkloadActual  72: 65536 op, 594839468.71 ns, 9.0765 us/op
WorkloadActual  73: 65536 op, 610385931.70 ns, 9.3138 us/op
WorkloadActual  74: 65536 op, 602265836.14 ns, 9.1898 us/op
WorkloadActual  75: 65536 op, 680853064.35 ns, 10.3890 us/op
WorkloadActual  76: 65536 op, 589726186.77 ns, 8.9985 us/op
WorkloadActual  77: 65536 op, 595824752.27 ns, 9.0916 us/op
WorkloadActual  78: 65536 op, 612676893.76 ns, 9.3487 us/op
WorkloadActual  79: 65536 op, 602208157.15 ns, 9.1890 us/op
WorkloadActual  80: 65536 op, 644597473.74 ns, 9.8358 us/op
WorkloadActual  81: 65536 op, 602320749.70 ns, 9.1907 us/op
WorkloadActual  82: 65536 op, 622412791.15 ns, 9.4973 us/op
WorkloadActual  83: 65536 op, 618851311.07 ns, 9.4429 us/op
WorkloadActual  84: 65536 op, 606367365.39 ns, 9.2524 us/op
WorkloadActual  85: 65536 op, 608252599.21 ns, 9.2812 us/op
WorkloadActual  86: 65536 op, 588149100.98 ns, 8.9744 us/op
WorkloadActual  87: 65536 op, 619551755.24 ns, 9.4536 us/op
WorkloadActual  88: 65536 op, 603653292.38 ns, 9.2110 us/op
WorkloadActual  89: 65536 op, 589242236.35 ns, 8.9911 us/op
WorkloadActual  90: 65536 op, 612181091.48 ns, 9.3411 us/op
WorkloadActual  91: 65536 op, 592827025.06 ns, 9.0458 us/op
WorkloadActual  92: 65536 op, 640286561.86 ns, 9.7700 us/op
WorkloadActual  93: 65536 op, 603332502.39 ns, 9.2061 us/op
WorkloadActual  94: 65536 op, 603061885.21 ns, 9.2020 us/op
WorkloadActual  95: 65536 op, 606426229.56 ns, 9.2533 us/op
WorkloadActual  96: 65536 op, 610711857.50 ns, 9.3187 us/op
WorkloadActual  97: 65536 op, 616752348.94 ns, 9.4109 us/op
WorkloadActual  98: 65536 op, 588232854.03 ns, 8.9757 us/op
WorkloadActual  99: 65536 op, 605841538.43 ns, 9.2444 us/op
WorkloadActual  100: 65536 op, 599827121.06 ns, 9.1526 us/op

// AfterActualRun
WorkloadResult   1: 65536 op, 650511743.01 ns, 9.9260 us/op
WorkloadResult   2: 65536 op, 595716307.87 ns, 9.0899 us/op
WorkloadResult   3: 65536 op, 630686763.19 ns, 9.6235 us/op
WorkloadResult   4: 65536 op, 608006278.32 ns, 9.2774 us/op
WorkloadResult   5: 65536 op, 609334080.26 ns, 9.2977 us/op
WorkloadResult   6: 65536 op, 606650031.94 ns, 9.2567 us/op
WorkloadResult   7: 65536 op, 626017530.46 ns, 9.5523 us/op
WorkloadResult   8: 65536 op, 622110371.51 ns, 9.4927 us/op
WorkloadResult   9: 65536 op, 587659422.16 ns, 8.9670 us/op
WorkloadResult  10: 65536 op, 613895461.18 ns, 9.3673 us/op
WorkloadResult  11: 65536 op, 594407468.88 ns, 9.0699 us/op
WorkloadResult  12: 65536 op, 689588468.31 ns, 10.5223 us/op
WorkloadResult  13: 65536 op, 645221078.43 ns, 9.8453 us/op
WorkloadResult  14: 65536 op, 642298807.98 ns, 9.8007 us/op
WorkloadResult  15: 65536 op, 632953626.49 ns, 9.6581 us/op
WorkloadResult  16: 65536 op, 655110259.71 ns, 9.9962 us/op
WorkloadResult  17: 65536 op, 725127417.23 ns, 11.0646 us/op
WorkloadResult  18: 65536 op, 643109869.39 ns, 9.8131 us/op
WorkloadResult  19: 65536 op, 717047222.89 ns, 10.9413 us/op
WorkloadResult  20: 65536 op, 643534165.52 ns, 9.8196 us/op
WorkloadResult  21: 65536 op, 626602616.65 ns, 9.5612 us/op
WorkloadResult  22: 65536 op, 672591339.22 ns, 10.2629 us/op
WorkloadResult  23: 65536 op, 627124888.05 ns, 9.5692 us/op
WorkloadResult  24: 65536 op, 714338680.76 ns, 10.8999 us/op
WorkloadResult  25: 65536 op, 630612491.61 ns, 9.6224 us/op
WorkloadResult  26: 65536 op, 638349377.44 ns, 9.7404 us/op
WorkloadResult  27: 65536 op, 650874409.53 ns, 9.9316 us/op
WorkloadResult  28: 65536 op, 738088992.36 ns, 11.2623 us/op
WorkloadResult  29: 65536 op, 666466304.61 ns, 10.1695 us/op
WorkloadResult  30: 65536 op, 644137819.60 ns, 9.8288 us/op
WorkloadResult  31: 65536 op, 635408539.10 ns, 9.6956 us/op
WorkloadResult  32: 65536 op, 715352408.75 ns, 10.9154 us/op
WorkloadResult  33: 65536 op, 716986383.41 ns, 10.9403 us/op
WorkloadResult  34: 65536 op, 651674804.28 ns, 9.9438 us/op
WorkloadResult  35: 65536 op, 721070925.01 ns, 11.0027 us/op
WorkloadResult  36: 65536 op, 658094949.89 ns, 10.0417 us/op
WorkloadResult  37: 65536 op, 676095930.43 ns, 10.3164 us/op
WorkloadResult  38: 65536 op, 644675893.46 ns, 9.8370 us/op
WorkloadResult  39: 65536 op, 654090605.79 ns, 9.9806 us/op
WorkloadResult  40: 65536 op, 644532486.11 ns, 9.8348 us/op
WorkloadResult  41: 65536 op, 752231801.59 ns, 11.4781 us/op
WorkloadResult  42: 65536 op, 746695013.65 ns, 11.3937 us/op
WorkloadResult  43: 65536 op, 579926091.88 ns, 8.8490 us/op
WorkloadResult  44: 65536 op, 568654985.22 ns, 8.6770 us/op
WorkloadResult  45: 65536 op, 581413498.70 ns, 8.8717 us/op
WorkloadResult  46: 65536 op, 591040359.10 ns, 9.0186 us/op
WorkloadResult  47: 65536 op, 696891181.48 ns, 10.6337 us/op
WorkloadResult  48: 65536 op, 649063052.22 ns, 9.9039 us/op
WorkloadResult  49: 65536 op, 679642793.23 ns, 10.3705 us/op
WorkloadResult  50: 65536 op, 605237291.76 ns, 9.2352 us/op
WorkloadResult  51: 65536 op, 626135258.81 ns, 9.5541 us/op
WorkloadResult  52: 65536 op, 603973489.79 ns, 9.2159 us/op
WorkloadResult  53: 65536 op, 593951567.82 ns, 9.0630 us/op
WorkloadResult  54: 65536 op, 602364404.00 ns, 9.1914 us/op
WorkloadResult  55: 65536 op, 607631759.95 ns, 9.2717 us/op
WorkloadResult  56: 65536 op, 615502966.71 ns, 9.3918 us/op
WorkloadResult  57: 65536 op, 608583858.34 ns, 9.2863 us/op
WorkloadResult  58: 65536 op, 598937639.93 ns, 9.1391 us/op
WorkloadResult  59: 65536 op, 605256254.71 ns, 9.2355 us/op
WorkloadResult  60: 65536 op, 603293588.82 ns, 9.2055 us/op
WorkloadResult  61: 65536 op, 593327370.54 ns, 9.0535 us/op
WorkloadResult  62: 65536 op, 594667024.33 ns, 9.0739 us/op
WorkloadResult  63: 65536 op, 610213487.32 ns, 9.3111 us/op
WorkloadResult  64: 65536 op, 602093391.77 ns, 9.1872 us/op
WorkloadResult  65: 65536 op, 680680619.98 ns, 10.3864 us/op
WorkloadResult  66: 65536 op, 589553742.40 ns, 8.9959 us/op
WorkloadResult  67: 65536 op, 595652307.89 ns, 9.0889 us/op
WorkloadResult  68: 65536 op, 612504449.38 ns, 9.3461 us/op
WorkloadResult  69: 65536 op, 602035712.78 ns, 9.1863 us/op
WorkloadResult  70: 65536 op, 644425029.36 ns, 9.8331 us/op
WorkloadResult  71: 65536 op, 602148305.32 ns, 9.1881 us/op
WorkloadResult  72: 65536 op, 622240346.77 ns, 9.4946 us/op
WorkloadResult  73: 65536 op, 618678866.69 ns, 9.4403 us/op
WorkloadResult  74: 65536 op, 606194921.01 ns, 9.2498 us/op
WorkloadResult  75: 65536 op, 608080154.83 ns, 9.2786 us/op
WorkloadResult  76: 65536 op, 587976656.60 ns, 8.9718 us/op
WorkloadResult  77: 65536 op, 619379310.86 ns, 9.4510 us/op
WorkloadResult  78: 65536 op, 603480848.01 ns, 9.2084 us/op
WorkloadResult  79: 65536 op, 589069791.97 ns, 8.9885 us/op
WorkloadResult  80: 65536 op, 612008647.11 ns, 9.3385 us/op
WorkloadResult  81: 65536 op, 592654580.68 ns, 9.0432 us/op
WorkloadResult  82: 65536 op, 640114117.49 ns, 9.7674 us/op
WorkloadResult  83: 65536 op, 603160058.01 ns, 9.2035 us/op
WorkloadResult  84: 65536 op, 602889440.83 ns, 9.1994 us/op
WorkloadResult  85: 65536 op, 606253785.18 ns, 9.2507 us/op
WorkloadResult  86: 65536 op, 610539413.12 ns, 9.3161 us/op
WorkloadResult  87: 65536 op, 616579904.56 ns, 9.4083 us/op
WorkloadResult  88: 65536 op, 588060409.66 ns, 8.9731 us/op
WorkloadResult  89: 65536 op, 605669094.06 ns, 9.2418 us/op
WorkloadResult  90: 65536 op, 599654676.68 ns, 9.1500 us/op
GC:  0 0 0 0 0

// AfterAll

Mean = 9.6372 us, StdErr = 0.0672 us (0.70%); N = 90, StdDev = 0.6373 us
Min = 8.6770 us, Q1 = 9.1994 us, Median = 9.4243 us, Q3 = 9.9039 us, Max = 11.4781 us
IQR = 0.7046 us, LowerFence = 8.1425 us, UpperFence = 10.9607 us
ConfidenceInterval = [9.4086 us; 9.8658 us] (CI 99.9%), Margin = 0.2286 us (2.37% of Mean)
Skewness = 1.16, Kurtosis = 3.6, MValue = 2.96

Successfully reverted power plan (GUID: 381b4222-f694-41f0-9685-ff5bb260df2e FriendlyName: Balanced)
// ***** BenchmarkRunner: Finish  *****

// * Export *
  BenchmarkDotNet.Artifacts\results\BenchmarkingAssignment.StructVsClass-report.csv
  BenchmarkDotNet.Artifacts\results\BenchmarkingAssignment.StructVsClass-report-github.md
  BenchmarkDotNet.Artifacts\results\BenchmarkingAssignment.StructVsClass-report.html

// * Detailed results *
StructVsClass.ClassOperation: DefaultJob
Runtime = .NET Core 2.2.6 (CoreCLR 4.6.27817.03, CoreFX 4.6.27818.02), 64bit RyuJIT; GC = Concurrent Workstation
Mean = 9.6372 us, StdErr = 0.0672 us (0.70%); N = 90, StdDev = 0.6373 us
Min = 8.6770 us, Q1 = 9.1994 us, Median = 9.4243 us, Q3 = 9.9039 us, Max = 11.4781 us
IQR = 0.7046 us, LowerFence = 8.1425 us, UpperFence = 10.9607 us
ConfidenceInterval = [9.4086 us; 9.8658 us] (CI 99.9%), Margin = 0.2286 us (2.37% of Mean)
Skewness = 1.16, Kurtosis = 3.6, MValue = 2.96
-------------------- Histogram --------------------
[ 8.553 us ;  8.809 us) | @
[ 8.809 us ;  9.040 us) | @@@@@@@@
[ 9.040 us ;  9.329 us) | @@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@
[ 9.329 us ;  9.578 us) | @@@@@@@@@@@@@
[ 9.578 us ; 10.006 us) | @@@@@@@@@@@@@@@@@@@@
[10.006 us ; 10.402 us) | @@@@@@
[10.402 us ; 10.702 us) | @@
[10.702 us ; 11.107 us) | @@@@@@
[11.107 us ; 11.495 us) | @@@
---------------------------------------------------

// * Summary *

BenchmarkDotNet=v0.11.5, OS=Windows 10.0.17134.829 (1803/April2018Update/Redstone4)
Intel Core i7-6500U CPU 2.50GHz (Skylake), 1 CPU, 4 logical and 2 physical cores
Frequency=2531251 Hz, Resolution=395.0616 ns, Timer=TSC
.NET Core SDK=2.2.108
  [Host]     : .NET Core 2.2.6 (CoreCLR 4.6.27817.03, CoreFX 4.6.27818.02), 64bit RyuJIT  [AttachedDebugger]
  DefaultJob : .NET Core 2.2.6 (CoreCLR 4.6.27817.03, CoreFX 4.6.27818.02), 64bit RyuJIT


|         Method |     Mean |     Error |    StdDev |   Median |
|--------------- |---------:|----------:|----------:|---------:|
| ClassOperation | 9.637 us | 0.2286 us | 0.6373 us | 9.424 us |

// * Warnings *
MultimodalDistribution
  StructVsClass.ClassOperation: Default -> It seems that the distribution can have several modes (mValue = 2.96)
Environment
  Summary -> Benchmark was executed with attached debugger

// * Hints *
Outliers
  StructVsClass.ClassOperation: Default -> 10 outliers were removed (11.83 us..13.01 us)

// * Legends *
  Mean   : Arithmetic mean of all measurements
  Error  : Half of 99.9% confidence interval
  StdDev : Standard deviation of all measurements
  Median : Value separating the higher half of all measurements (50th percentile)
  1 us   : 1 Microsecond (0.000001 sec)

// ***** BenchmarkRunner: End *****
// ** Remained 0 benchmark(s) to run **
Run time: 00:01:23 (83.36 sec), executed benchmarks: 1

Global total time: 00:01:53 (113.09 sec), executed benchmarks: 1
// * Artifacts cleanup *
