// Validating benchmarks:
// ***** BenchmarkRunner: Start   *****
// ***** Found 2 benchmark(s) in total *****
// ***** Building 1 exe(s) in Parallel: Start   *****
// start dotnet restore  /p:UseSharedCompilation=false /p:BuildInParallel=false /m:1 in C:\Users\sjana\source\repos\BenchmarkingAssignment\BenchmarkingAssignment\bin\Release\netcoreapp2.2\ed989461-2461-4cee-9d13-7e7a5d6a1f11
// command took 8.19s and exited with 0
// start dotnet build -c Release  --no-restore /p:UseSharedCompilation=false /p:BuildInParallel=false /m:1 in C:\Users\sjana\source\repos\BenchmarkingAssignment\BenchmarkingAssignment\bin\Release\netcoreapp2.2\ed989461-2461-4cee-9d13-7e7a5d6a1f11
// command took 15.18s and exited with 1
// start dotnet build -c Release  --no-restore --no-dependencies /p:UseSharedCompilation=false /p:BuildInParallel=false /m:1 in C:\Users\sjana\source\repos\BenchmarkingAssignment\BenchmarkingAssignment\bin\Release\netcoreapp2.2\ed989461-2461-4cee-9d13-7e7a5d6a1f11
// command took 4.39s and exited with 0
// ***** Done, took 00:00:28 (28.34 sec)   *****
// Found 2 benchmarks:
//   ForVsForeach.ForBenchmark: DefaultJob
//   ForVsForeach.ForeachBenchmark: DefaultJob

Setup power plan (GUID: 8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c FriendlyName: High performance)// **************************
// Benchmark: ForVsForeach.ForBenchmark: DefaultJob
// *** Execute ***
// Launch: 1 / 1
// Execute: dotnet "ed989461-2461-4cee-9d13-7e7a5d6a1f11.dll" --benchmarkName "BenchmarkingAssignment.ForVsForeach.ForBenchmark" --job "Default" --benchmarkId 0 in C:\Users\sjana\source\repos\BenchmarkingAssignment\BenchmarkingAssignment\bin\Release\netcoreapp2.2\ed989461-2461-4cee-9d13-7e7a5d6a1f11\bin\Release\netcoreapp2.2
// BeforeAnythingElse

// Benchmark Process Environment Information:
// Runtime=.NET Core 2.2.6 (CoreCLR 4.6.27817.03, CoreFX 4.6.27818.02), 64bit RyuJIT
// GC=Concurrent Workstation
// Job: DefaultJob

WorkloadResult  19: 524288 op, 387441822.25 ns, 738.9866 ns/op
WorkloadResult  20: 524288 op, 388221278.73 ns, 740.4733 ns/op
WorkloadResult  21: 524288 op, 381054466.74 ns, 726.8037 ns/op
WorkloadResult  22: 524288 op, 372329531.92 ns, 710.1622 ns/op
WorkloadResult  23: 524288 op, 386532390.51 ns, 737.2520 ns/op
WorkloadResult  24: 524288 op, 393134264.44 ns, 749.8441 ns/op
WorkloadResult  25: 524288 op, 383685971.88 ns, 731.8229 ns/op
WorkloadResult  26: 524288 op, 376052197.12 ns, 717.2626 ns/op
WorkloadResult  27: 524288 op, 362844893.69 ns, 692.0717 ns/op
WorkloadResult  28: 524288 op, 381919651.59 ns, 728.4539 ns/op
WorkloadResult  29: 524288 op, 376367456.25 ns, 717.8640 ns/op
WorkloadResult  30: 524288 op, 370155508.09 ns, 706.0156 ns/op
WorkloadResult  31: 524288 op, 395678856.03 ns, 754.6975 ns/op
WorkloadResult  32: 524288 op, 380863652.00 ns, 726.4398 ns/op
WorkloadResult  33: 524288 op, 376940690.59 ns, 718.9573 ns/op
WorkloadResult  34: 524288 op, 410924282.10 ns, 783.7759 ns/op
WorkloadResult  35: 524288 op, 390882018.42 ns, 745.5483 ns/op
WorkloadResult  36: 524288 op, 395107201.93 ns, 753.6072 ns/op
WorkloadResult  37: 524288 op, 375622765.19 ns, 716.4436 ns/op
WorkloadResult  38: 524288 op, 385899501.87 ns, 736.0449 ns/op
GC:  0 0 0 0 0

// AfterAll

Mean = 742.4380 ns, StdErr = 4.1548 ns (0.56%); N = 38, StdDev = 25.6118 ns
Min = 692.0717 ns, Q1 = 724.4022 ns, Median = 741.0705 ns, Q3 = 755.9461 ns, Max = 822.4774 ns
IQR = 31.5439 ns, LowerFence = 677.0865 ns, UpperFence = 803.2619 ns
ConfidenceInterval = [727.5902 ns; 757.2858 ns] (CI 99.9%), Margin = 14.8478 ns (2.00% of Mean)
Skewness = 0.69, Kurtosis = 3.87, MValue = 2

// **************************
// Benchmark: ForVsForeach.ForeachBenchmark: DefaultJob
// *** Execute ***
// Launch: 1 / 1
// Execute: dotnet "ed989461-2461-4cee-9d13-7e7a5d6a1f11.dll" --benchmarkName "BenchmarkingAssignment.ForVsForeach.ForeachBenchmark" --job "Default" --benchmarkId 1 in C:\Users\sjana\source\repos\BenchmarkingAssignment\BenchmarkingAssignment\bin\Release\netcoreapp2.2\ed989461-2461-4cee-9d13-7e7a5d6a1f11\bin\Release\netcoreapp2.2
// BeforeAnythingElse

// Benchmark Process Environment Information:
// Runtime=.NET Core 2.2.6 (CoreCLR 4.6.27817.03, CoreFX 4.6.27818.02), 64bit RyuJIT
// GC=Concurrent Workstation
// Job: DefaultJob

OverheadJitting  1: 1 op, 403357.87 ns, 403.3579 us/op
WorkloadJitting  1: 1 op, 572839.28 ns, 572.8393 us/op

OverheadJitting  2: 16 op, 351604.80 ns, 21.9753 us/op
WorkloadJitting  2: 16 op, 461826.98 ns, 28.8642 us/op

WorkloadPilot    1: 16 op, 38716.03 ns, 2.4198 us/op
WorkloadPilot    2: 32 op, 80197.50 ns, 2.5062 us/op
WorkloadPilot    3: 64 op, 222419.67 ns, 3.4753 us/op
WorkloadPilot    4: 128 op, 285629.52 ns, 2.2315 us/op
WorkloadPilot    5: 256 op, 779456.48 ns, 3.0448 us/op
WorkloadPilot    6: 512 op, 1330567.38 ns, 2.5988 us/op
WorkloadPilot    7: 1024 op, 2490073.09 ns, 2.4317 us/op
WorkloadPilot    8: 2048 op, 5023602.95 ns, 2.4529 us/op
WorkloadPilot    9: 4096 op, 9524539.45 ns, 2.3253 us/op
WorkloadPilot   10: 8192 op, 18665474.11 ns, 2.2785 us/op
WorkloadPilot   11: 16384 op, 37326602.54 ns, 2.2782 us/op
WorkloadPilot   12: 32768 op, 77680561.90 ns, 2.3706 us/op
WorkloadPilot   13: 65536 op, 147847842.83 ns, 2.2560 us/op
WorkloadPilot   14: 131072 op, 299188425.01 ns, 2.2826 us/op
WorkloadPilot   15: 262144 op, 622342865.25 ns, 2.3740 us/op

OverheadWarmup   1: 262144 op, 596147.91 ns, 2.2741 ns/op
OverheadWarmup   2: 262144 op, 501333.14 ns, 1.9124 ns/op
OverheadWarmup   3: 262144 op, 890073.72 ns, 3.3954 ns/op
OverheadWarmup   4: 262144 op, 653431.84 ns, 2.4926 ns/op
OverheadWarmup   5: 262144 op, 542024.48 ns, 2.0677 ns/op
OverheadWarmup   6: 262144 op, 607604.70 ns, 2.3178 ns/op
OverheadWarmup   7: 262144 op, 619061.48 ns, 2.3615 ns/op
OverheadWarmup   8: 262144 op, 684641.70 ns, 2.6117 ns/op
OverheadWarmup   9: 262144 op, 618271.36 ns, 2.3585 ns/op

OverheadActual   1: 262144 op, 498567.70 ns, 1.9019 ns/op
OverheadActual   2: 262144 op, 498567.70 ns, 1.9019 ns/op
OverheadActual   3: 262144 op, 498567.70 ns, 1.9019 ns/op
OverheadActual   4: 262144 op, 506864.00 ns, 1.9335 ns/op
OverheadActual   5: 262144 op, 561382.49 ns, 2.1415 ns/op
OverheadActual   6: 262144 op, 598518.28 ns, 2.2832 ns/op
OverheadActual   7: 262144 op, 614320.74 ns, 2.3434 ns/op
OverheadActual   8: 262144 op, 538863.98 ns, 2.0556 ns/op
OverheadActual   9: 262144 op, 557431.88 ns, 2.1264 ns/op
OverheadActual  10: 262144 op, 587851.62 ns, 2.2425 ns/op
OverheadActual  11: 262144 op, 553481.26 ns, 2.1114 ns/op
OverheadActual  12: 262144 op, 844641.64 ns, 3.2221 ns/op
OverheadActual  13: 262144 op, 546370.15 ns, 2.0842 ns/op
OverheadActual  14: 262144 op, 598913.34 ns, 2.2847 ns/op
OverheadActual  15: 262144 op, 553481.26 ns, 2.1114 ns/op
OverheadActual  16: 262144 op, 529382.51 ns, 2.0194 ns/op
OverheadActual  17: 262144 op, 584296.07 ns, 2.2289 ns/op
OverheadActual  18: 262144 op, 677925.66 ns, 2.5861 ns/op
OverheadActual  19: 262144 op, 547950.40 ns, 2.0903 ns/op
OverheadActual  20: 262144 op, 553086.20 ns, 2.1099 ns/op

WorkloadWarmup   1: 262144 op, 599991071.61 ns, 2.2888 us/op
WorkloadWarmup   2: 262144 op, 600835713.25 ns, 2.2920 us/op
WorkloadWarmup   3: 262144 op, 588181100.97 ns, 2.2437 us/op
WorkloadWarmup   4: 262144 op, 617574077.01 ns, 2.3559 us/op
WorkloadWarmup   5: 262144 op, 589627026.32 ns, 2.2492 us/op
WorkloadWarmup   6: 262144 op, 618930718.45 ns, 2.3610 us/op

// BeforeActualRun
WorkloadActual   1: 262144 op, 601053787.24 ns, 2.2928 us/op
WorkloadActual   2: 262144 op, 592219815.42 ns, 2.2591 us/op
WorkloadActual   3: 262144 op, 606630476.39 ns, 2.3141 us/op
WorkloadActual   4: 262144 op, 598522627.74 ns, 2.2832 us/op
WorkloadActual   5: 262144 op, 633372984.35 ns, 2.4161 us/op
WorkloadActual   6: 262144 op, 628253776.49 ns, 2.3966 us/op
WorkloadActual   7: 262144 op, 649412089.12 ns, 2.4773 us/op
WorkloadActual   8: 262144 op, 599715713.69 ns, 2.2877 us/op
WorkloadActual   9: 262144 op, 645861670.77 ns, 2.4638 us/op
WorkloadActual  10: 262144 op, 602265441.08 ns, 2.2975 us/op
WorkloadActual  11: 262144 op, 622313630.69 ns, 2.3739 us/op
WorkloadActual  12: 262144 op, 627874122.32 ns, 2.3951 us/op
WorkloadActual  13: 262144 op, 635343946.53 ns, 2.4236 us/op
WorkloadActual  14: 262144 op, 667133761.13 ns, 2.5449 us/op
WorkloadActual  15: 262144 op, 919751932.94 ns, 3.5086 us/op
WorkloadActual  16: 262144 op, 759784786.26 ns, 2.8983 us/op
WorkloadActual  17: 262144 op, 599032652.23 ns, 2.2851 us/op
WorkloadActual  18: 262144 op, 622921235.39 ns, 2.3763 us/op
WorkloadActual  19: 262144 op, 594669197.17 ns, 2.2685 us/op
WorkloadActual  20: 262144 op, 605376946.02 ns, 2.3093 us/op
WorkloadActual  21: 262144 op, 604877983.26 ns, 2.3074 us/op
WorkloadActual  22: 262144 op, 604579316.71 ns, 2.3063 us/op
WorkloadActual  23: 262144 op, 654593321.64 ns, 2.4971 us/op
WorkloadActual  24: 262144 op, 634319551.87 ns, 2.4197 us/op
WorkloadActual  25: 262144 op, 625628197.28 ns, 2.3866 us/op
WorkloadActual  26: 262144 op, 604267613.13 ns, 2.3051 us/op
WorkloadActual  27: 262144 op, 597272652.93 ns, 2.2784 us/op
WorkloadActual  28: 262144 op, 593083024.95 ns, 2.2624 us/op
WorkloadActual  29: 262144 op, 626823258.54 ns, 2.3911 us/op
WorkloadActual  30: 262144 op, 638794019.24 ns, 2.4368 us/op
WorkloadActual  31: 262144 op, 604936452.37 ns, 2.3076 us/op
WorkloadActual  32: 262144 op, 625625431.85 ns, 2.3866 us/op
WorkloadActual  33: 262144 op, 626393036.49 ns, 2.3895 us/op
WorkloadActual  34: 262144 op, 637922118.35 ns, 2.4335 us/op
WorkloadActual  35: 262144 op, 634256342.02 ns, 2.4195 us/op
WorkloadActual  36: 262144 op, 660226109.54 ns, 2.5186 us/op
WorkloadActual  37: 262144 op, 637898019.60 ns, 2.4334 us/op
WorkloadActual  38: 262144 op, 635499600.79 ns, 2.4242 us/op

// AfterActualRun
WorkloadResult   1: 262144 op, 600500305.98 ns, 2.2907 us/op
WorkloadResult   2: 262144 op, 591666334.16 ns, 2.2570 us/op
WorkloadResult   3: 262144 op, 606076995.13 ns, 2.3120 us/op
WorkloadResult   4: 262144 op, 597969146.48 ns, 2.2811 us/op
WorkloadResult   5: 262144 op, 632819503.08 ns, 2.4140 us/op
WorkloadResult   6: 262144 op, 627700295.23 ns, 2.3945 us/op
WorkloadResult   7: 262144 op, 648858607.86 ns, 2.4752 us/op
WorkloadResult   8: 262144 op, 599162232.43 ns, 2.2856 us/op
WorkloadResult   9: 262144 op, 645308189.51 ns, 2.4617 us/op
WorkloadResult  10: 262144 op, 601711959.82 ns, 2.2953 us/op
WorkloadResult  11: 262144 op, 621760149.43 ns, 2.3718 us/op
WorkloadResult  12: 262144 op, 627320641.06 ns, 2.3930 us/op
WorkloadResult  13: 262144 op, 634790465.27 ns, 2.4215 us/op
WorkloadResult  14: 262144 op, 666580279.87 ns, 2.5428 us/op
WorkloadResult  15: 262144 op, 598479170.97 ns, 2.2830 us/op
WorkloadResult  16: 262144 op, 622367754.13 ns, 2.3741 us/op
WorkloadResult  17: 262144 op, 594115715.90 ns, 2.2664 us/op
WorkloadResult  18: 262144 op, 604823464.76 ns, 2.3072 us/op
WorkloadResult  19: 262144 op, 604324502.00 ns, 2.3053 us/op
WorkloadResult  20: 262144 op, 604025835.45 ns, 2.3042 us/op
WorkloadResult  21: 262144 op, 654039840.38 ns, 2.4950 us/op
WorkloadResult  22: 262144 op, 633766070.61 ns, 2.4176 us/op
WorkloadResult  23: 262144 op, 625074716.02 ns, 2.3845 us/op
WorkloadResult  24: 262144 op, 603714131.87 ns, 2.3030 us/op
WorkloadResult  25: 262144 op, 596719171.67 ns, 2.2763 us/op
WorkloadResult  26: 262144 op, 592529543.69 ns, 2.2603 us/op
WorkloadResult  27: 262144 op, 626269777.28 ns, 2.3890 us/op
WorkloadResult  28: 262144 op, 638240537.98 ns, 2.4347 us/op
WorkloadResult  29: 262144 op, 604382971.11 ns, 2.3055 us/op
WorkloadResult  30: 262144 op, 625071950.59 ns, 2.3845 us/op
WorkloadResult  31: 262144 op, 625839555.22 ns, 2.3874 us/op
WorkloadResult  32: 262144 op, 637368637.09 ns, 2.4314 us/op
WorkloadResult  33: 262144 op, 633702860.76 ns, 2.4174 us/op
WorkloadResult  34: 262144 op, 659672628.28 ns, 2.5165 us/op
WorkloadResult  35: 262144 op, 637344538.33 ns, 2.4313 us/op
WorkloadResult  36: 262144 op, 634946119.53 ns, 2.4221 us/op
GC:  0 0 0 0 0

// AfterAll

Mean = 2.3692 us, StdErr = 0.0131 us (0.55%); N = 36, StdDev = 0.0784 us
Min = 2.2570 us, Q1 = 2.2992 us, Median = 2.3845 us, Q3 = 2.4218 us, Max = 2.5428 us
IQR = 0.1227 us, LowerFence = 2.1152 us, UpperFence = 2.6058 us
ConfidenceInterval = [2.3223 us; 2.4162 us] (CI 99.9%), Margin = 0.0470 us (1.98% of Mean)
Skewness = 0.28, Kurtosis = 1.99, MValue = 3.73

Successfully reverted power plan (GUID: 381b4222-f694-41f0-9685-ff5bb260df2e FriendlyName: Balanced)
// ***** BenchmarkRunner: Finish  *****

// * Export *
  BenchmarkDotNet.Artifacts\results\BenchmarkingAssignment.ForVsForeach-report.csv
  BenchmarkDotNet.Artifacts\results\BenchmarkingAssignment.ForVsForeach-report-github.md
  BenchmarkDotNet.Artifacts\results\BenchmarkingAssignment.ForVsForeach-report.html

// * Detailed results *
ForVsForeach.ForBenchmark: DefaultJob
Runtime = .NET Core 2.2.6 (CoreCLR 4.6.27817.03, CoreFX 4.6.27818.02), 64bit RyuJIT; GC = Concurrent Workstation
Mean = 742.4380 ns, StdErr = 4.1548 ns (0.56%); N = 38, StdDev = 25.6118 ns
Min = 692.0717 ns, Q1 = 724.4022 ns, Median = 741.0705 ns, Q3 = 755.9461 ns, Max = 822.4774 ns
IQR = 31.5439 ns, LowerFence = 677.0865 ns, UpperFence = 803.2619 ns
ConfidenceInterval = [727.5902 ns; 757.2858 ns] (CI 99.9%), Margin = 14.8478 ns (2.00% of Mean)
Skewness = 0.69, Kurtosis = 3.87, MValue = 2
-------------------- Histogram --------------------
[685.406 ns ; 701.441 ns) | @
[701.441 ns ; 729.673 ns) | @@@@@@@@@@@@
[729.673 ns ; 757.820 ns) | @@@@@@@@@@@@@@@@
[757.820 ns ; 779.239 ns) | @@@@@@
[779.239 ns ; 808.313 ns) | @@
[808.313 ns ; 829.143 ns) | @
---------------------------------------------------

ForVsForeach.ForeachBenchmark: DefaultJob
Runtime = .NET Core 2.2.6 (CoreCLR 4.6.27817.03, CoreFX 4.6.27818.02), 64bit RyuJIT; GC = Concurrent Workstation
Mean = 2.3692 us, StdErr = 0.0131 us (0.55%); N = 36, StdDev = 0.0784 us
Min = 2.2570 us, Q1 = 2.2992 us, Median = 2.3845 us, Q3 = 2.4218 us, Max = 2.5428 us
IQR = 0.1227 us, LowerFence = 2.1152 us, UpperFence = 2.6058 us
ConfidenceInterval = [2.3223 us; 2.4162 us] (CI 99.9%), Margin = 0.0470 us (1.98% of Mean)
Skewness = 0.28, Kurtosis = 1.99, MValue = 3.73
-------------------- Histogram --------------------
[2.236 us ; 2.317 us) | @@@@@@@@@@@@@@@
[2.317 us ; 2.379 us) | @@
[2.379 us ; 2.471 us) | @@@@@@@@@@@@@@@
[2.471 us ; 2.564 us) | @@@@
---------------------------------------------------

// * Summary *

BenchmarkDotNet=v0.11.5, OS=Windows 10.0.17134.829 (1803/April2018Update/Redstone4)
